id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
25224,Barrio 31,Barrio 31: Centro Barrial - Hogar de Cristo,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Hábitat,"La obra se plantea dentro de un terreno existente, al servicio de la Fundación Hogar de Cristo que requiere la ampliación de su actual centro de día ubicado en el predio de la Iglesia del Padre Múgica al otro lado de la línea del FFCC del puerto. La casa de día cumple la función de contener y albergar durante el día a personas con problemas de adicciones, en situación de calle o de vulnerabilidad. El terreno consta con un perímetro existente bien demarcado y la propuesta busca mantenerlo como cerramiento de planta baja. Ese perímetro consiste en una estructura de columnas de hormigón visto y paramentos de ladrillo común visto. El programa se desdobla en un sector comunitario de uso grupal en planta baja, acompañado de servicios de cocina, y sanitarios correspondientes para albergar a 60 personas. También cuenta con un sector de administración y Una habitación. En la planta alta el edificio cuenta con el sector de aulas talleres, consultorios terapéuticos y vestuarios. El edificio cuenta con ascensor hidráulico y cumple con todas las normas de accesibilidad acorde a su uso. El edificio incorpora buenas prácticas ambientales bajo normas básicas de sustentabilidad. Para esto se tendrá en cuenta: la eficacia de los materiales de construcción en cuanto a su capacidad de aislación térmica, fomentando la reducción del consumo de energía para calefacción y refrigeración, se diseñaron los espacios en torno a dos patios que cumplen una función de expansión de los usos pero que a su vez garantizan la completa ventilación de todos los locales a fin de garantizar y favorecer corrientes cruzadas de aire y mayor iluminación natural. Su construcción es tradicional racionalizada, con estructura de Hormigón Armado y losetas pretensadas de Hormigón. Tabiquería de ladrillo hueco debido al posible vandalismo de las mismas. En total se habilitan aproximadamente 800m².",18263197,1,Retiro,Gendarmeria Nacional Av. 679,-34.578096,-58.388977,04/12/2017,02/11/2018,11,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25224.jpeg ,,,,Merlino,2017,Licitación Pública,1405-SIGAF/17,20103652775,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20171109.pdf,9.843.145-MGEYA-DGOPDU/2017,,
25225,Barrio 31,Barrio 31: Casa del Pueblo,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Hábitat,"El objeto de la obra consistió en la construcción de un centro de capacitación profesional para adultos. Cuenta con una planta libre en planta baja, donde pueden permanecer los niños de los padres que estén capacitándose. Y por encima de esta planta libre, dos volúmenes de madera donde se ubican las salas. El cerramiento exterior es traslucido para la presencia de luz en su interior y la permeabilidad entre el espacio interior-exterior. La obra se realizó con sistema de construcción en seco, para agilizar los tiempos de construcción. Además se incorporarán nuevas tecnologías constructivas. El cerramiento vertical y parte del techo se construyeron mediante un sistema modular de policarbonato celular. Las salas están preparadas para mejorar su acústica, teniendo en cuenta el entorno donde está ubicado el edificio. En total se construyeron aproximadamente 320 m2.",13753559,1,Retiro,Gendarmeria Nacional Av. 679,-34.583569,-58.374483,01/06/2016,27/07/2018,25,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25225.jpg ,,,,Ingeniería y Arquitectura S.A.,2016,Contratación Directa,4436-SIGAF/17,30710454961,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20170901.pdf,14623346/MGEYA-DGOPDU/17,,
25228,Barrio 31,"Barrio 31: Güemes 11 y 16, Mejoramiento Integral",Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto específico para cada caso. A partir de ahí, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna, iluminación, ventilación, red eléctrica, accesibilidad, cubierta y terminaciones. Actualmente se trabaja sobre 42 unidades funcionales sobre un total de 60.",,1,Retiro,Gendarmeria Nacional Av. 679,-34.58277,-58.378411,30/10/2017,30/12/2019,8,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_vivienda.png,,,,Dagresa Vial Construcciones SRL,2017,,,,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,,,,
25229,Barrio 31,"Barrio 31: YPF 22, mejoramiento Integral",En ejecución,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto específico para cada caso. A partir de ahí, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones. Actualmente se trabaja sobre 18 unidades funcionales, proyectando actuar con cooperativas sobre un total de 63; ademas de un grupo adicional sobre las que intervendrá una empresa.",78162488,1,Retiro,Gendarmeria Nacional Av. 679,-34.581562,-58.382406,02/01/2018,30/03/2020,11,71,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_vivienda.png,,,,ETSA,2018,,,,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20180612.pdf,,,
25230,Barrio 31,Barrio 31: Manzana G1,Finalizada,Vivienda,Ministerio de Desarrollo Humano y Hábitat,"En razgos generales el proyecto consistió en los siguientes procesos: Primero, se comunicó a los vecinos sobre la posibilidad de participar del Programa de Mejoramiento. Luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto específico para cada caso. A partir de ahí, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. Estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. El proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones sobre 79 unidades funcionales.",28000000,1,Retiro,Gendarmeria Nacional Av. 679,-34.583888,-58.380712,19/10/2016,31/07/2017,9,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_viviendasg1_imagen1.jpg,,,,Cooperativa,2016,,,,43190,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-31,https://documentosboletinoficial.buenosaires.gob.ar/publico/20161122.pdf,,,
25231,Polo Educativo María Elena Walsh,Polo Educativo María Elena Walsh,Finalizada,Escuelas,Ministerio de Desarrollo Humano y Hábitat,"El edificio Ministerio, toma un sentido longitudinal en la morfología para definir claramente la Ciudad por un lado y las visuales al Río por el otro. Se trata de plantas flexibles, con superficies promedio de 1800m². Dentro del volumen único, se diferencian 2 sectores separados por un espacio descubierto central y diferentes alturas a los lados, siendo la mayor el sector del edificio destinado al Ministerio y la menor a la Escuela. La propuesta contempló accesos independientes para la Escuela y el Ministerio con dos plazas diferenciadas. El edificio Escuela se desarrolla en tres niveles y un entrepiso. Cuenta con un Jardín de Infantes, la Escuela Primaria y el Programa de Adultos, comedor y SUM. Cada sector del programa edilicio dispondrá de un área de expansión.",697650207,1,Retiro,Gendarmeria Nacional Av. 690,-34.582058,-58.38014,08/01/2018,30/08/2019,19,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25231.jpeg,,,,Bricons S.A.I.C.F.I.,2017,Licitación Pública Internacional,1304/SIGAF/17,30541068151,43190,,SI,SI,,https://www.buenosaires.gob.ar/baobras/polo-educativo-maria-elena-walsh,https://documentosboletinoficial.buenosaires.gob.ar/publico/ck_PE-RES-MJGGC-MJGGC-476-17-5274.pdf,EX2017- 17660552-MGEYA-DGOPDU,,Préstamo BID AR-L1260
25232,Anillo Digital,Anillo Digital - Centro de Monitoreo Sur,Finalizada,Arquitectura,Ministerio de Justicia y Seguridad,"Construcción de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificación institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.",15332570,8,Villa Riachuelo,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",-34.703736,-58.461222,01/09/2016,21/12/2016,3,100,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen2.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillosur_imagen3.jpg,,Bosquimano S.A,2016,,,30711470022,13995,20,,,,https://www.buenosaires.gob.ar/baobras/anillo-digital-0,,,,
25233,Anillo Digital,Anillo Digital - Centro de Monitoreo Norte,Finalizada,Arquitectura,Ministerio de Justicia y Seguridad,"Construcción de Centro de Monitoreo en modalidad ""Steel Frame"" con superficies vidriadas y marquesina con identificación institucional. Instalaciones de centro de monitoreo con videowall y PCs, oficina administrativa y servicios necesarios para el apoyo al Anillo Digital de seguridad.",15897150,12,Saavedra,"PAZ, GRAL. AV. y ACCESO NORTE - PANAMERICANA",-34.549165,-58.497112,01/09/2016,21/12/2016,3,100,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen1.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen2.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen3.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjys/mjys_anillonorte_imagen4.jpg,Bosquimano S.A,2016,,,30711470022,48956,20,,,,https://www.buenosaires.gob.ar/baobras/anillo-digital-0,,,,
25235,Comisarías,Comisaría Vecinal 8-B,Finalizada,Arquitectura,Ministerio de Justicia y Seguridad,Construccion del nuevo edificio sede de la Comisaria 8-B,,8,Villa Lugano,Av. Escalada 4347,-34.675664,-58.455909,01/10/2017,01/03/2018,5,100,https://cdn2.buenosaires.gob.ar/baobras/mjysc361.jpeg,https://cdn2.buenosaires.gob.ar/baobras/mjysc362.jpg,https://cdn2.buenosaires.gob.ar/baobras/mjysc363.jpeg,https://cdn2.buenosaires.gob.ar/baobras/mjysc364.jpeg,Ecosan S.A,,,,30707696849,114000,35,,,,https://www.buenosaires.gob.ar/baobras/comisarias,https://documentosboletinoficial.buenosaires.gob.ar/publico/20180618.pdf,,,
25237,Villa Olímpica,Villa Olímpica: Espacio público,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,Construcción y revalorización del espacio público adyacente al predio de las nuevas viviendas de Villa Olímpica.,113437807,8,Villa Soldati,ESCALADA AV. 4214,-34.6728993035658,-58.4585042701709,01/03/2017,01/11/2018,20,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25237-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25237-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25237-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25237-4.jpg,Conorvial S.A,2016,Licitación Pública,981-Sigaf/2016,33504596309,,,SI,,,https://www.buenosaires.gob.ar/baobras/villa-olimpica,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/241,15.648.285-UPEVO/2016,,
25238,Cuenca Radio Antiguo y Ugarteche,Ramal Austria II,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"Las obras objeto de esta licitacion consistieron, basicamente, en el refuerzo de la red de desagües pluviales existentes mediante el agregado de nuevos conductos. Los conductos, hormigonados “in situ”, se complementaron con obras tales como: sumideros, camaras de empalme, de inspeccion y distribuidoras de caudal. La finalidad de esta obra fue completar el funcionamiento del denominado ramal austria 1, extendiendo la traza del mismo hasta la darsena f del puerto metropolitano.",,2,Recoleta,"DEL LIBERTADOR AV. Y FIGUEROA ALCORTA, PRES. AV.",-34.5865851555223,-58.3858523008246,01/02/2017,31/01/2018,11,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio116.jpg,,,,Tecma S.A.,,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/cuenca-radio-antiguo-y-ugarteche,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/183,,,
25240,Barrio Las Palomas,Barrio Las Palomas: Mejoras En Frentes - Etapa 2º,Finalizada,Vivienda,Corporación Buenos Aires Sur,La propuesta de las obras consistió en las mejoras en los frentes de las parcelas regularizadas de la manzana 7F,792212,8,Villa Soldati,Riestra Av. 3205,-34.6563179459629,-58.4511464349264,31/08/2017,30/09/2017,1,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/corporacionbasur_mejorasenfrenteslaspalomasetapa2_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/corporacionbasur_mejorasenfrenteslaspalomasetapa2_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/corporacionbasur_mejorasenfrenteslaspalomasetapa2_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/corporacionbasur_mejorasenfrenteslaspalomasetapa2_foto4.jpg,Cooperativa,2017,,,,,,SI,,,https://www.buenosaires.gob.ar/baobras/barrio-las-palomas,https://cdn2.buenosaires.gob.ar/baobras/pliegos2/775-%20Barrio%20Las%20Palomas%20-PETP-%20Mejoras%20en%20frentes%20Etapa%202.pdf,,,
25241,Bajo Autopista,Recuperación Y Renovación De Accesos En Av. General Paz,Finalizada,Espacio Público,Ministerio de Espacio Público e Higiene Urbana,"Entornos urbanos - Renovación de aceras existentes accesos Mosconi y Gutiérrez, corrección y ajustes de arbolado y alumbrado, propuesta artística de iluminación bajo autopistas, ordenamiento del espacio de acceso a las estaciones ferroviarias sobre el lateral provincia.",17351997,8,Villa Riachuelo,"Paz, Gral. Av. Y Roca, Cnel. Av.",-34.698002,-58.469826,01/01/2017,07/01/2017,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bjoautopistarenovacionaccesogeneralpaz_foto1.jpeg,,,,Naku Construcciones S.R.L,2016,,,30575292174,,,,,,https://www.buenosaires.gob.ar/baobras/bajo-autopistas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-20469655-DGRU.pdf,,,
25242,Autódromo Oscar Y Alfredo Gálvez,Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor - Provisión E Instalación De Butacas En Platea B,Finalizada,Espacio Público,Corporación Buenos Aires Sur,La obra consistió en la puesta en valor del autódromo de la Ciudad de Buenos Aires. Las tareas a ejecutar corresponden a la provisión e instalación de butacas en el sector de platea B.,899466,8,Villa Riachuelo,"Paz, Gral. Av. Y Roca, Cnel. Av.",-34.698002,-58.469826,16/06/2017,07/01/2018,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/corporacionbasur_autodromobutacasplateab_foto1.jpg,,,,Diseño y Equipamientos S.R.L.,2017,Contratación Directa,34-CBAS-2017,30708288353,,,,,,https://www.buenosaires.gob.ar/baobras/autodromo-oscar-y-alfredo-galvez,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/pliegos/PLIEG-2017-01850910-DGORU.pdf,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2017-25786808-%20-MGEYA-APRA.pdf,
